अंस (अंस्)	 । चु॰	 सेट्	 उ॰ । 	अं॑सँ॑ 		समाघाते 	१०।	०४६० ॥
कर्द्	 । भ्वा॰	 सेट्	 प॰ । 	क॑र्दँ॑ 		कुत्सिते शब्दे 	०१।	००६१ ॥
कर्ब्	 । भ्वा॰	 सेट्	 प॰ । 	क॑र्बँ॑ 		[गतौ] 	०१।	०४८६ ॥
कर्व्	 । भ्वा॰	 सेट्	 प॰ । 	क॑र्वँ॑ 		[दर्पे] 	०१।	०६६४ ॥
कल (कल्)	 । चु॰	 सेट्	 उ॰ । 	क॑लँ॑ 		गतौ सङ्ख्याने च 	१०।	०४०४ ॥
कल्	 । चु॰	 सेट्	 उ॰ । 	क॑लँ॑ 		[क्षेपे] 	१०।	००९३ ॥
कल्	 । भ्वा॰	 सेट्	 आ॰ । 	क॑लँ॒ 		शब्दसङ्ख्यानयोः 	०१।	०५७० ॥
कल्ल्	 । भ्वा॰	 सेट्	 आ॰ । 	क॑ल्लँ॒ 		अव्यक्ते शब्दे । अशब्द इत्येके 	०१।	०५७१ ॥
कश्	 । अ॰	 सेट्	 आ॰ । 	क॑शँ॒ 		[गतिशासनयोः] इत्यन्ये (इत्यपि) 	०२।	००१६ ॥
कष्	 । भ्वा॰	 सेट्	 प॰ । 	क॑षँ॑ 		[हिंसार्थः] 	०१।	०७८१ ॥
कस्	 । अ॰	 सेट्	 आ॰ । 	क॑सँ॒ 		[गतिशासनयोः] इत्येके 	०२।	००१५ ॥
कस्	 । भ्वा॰	 सेट्	 प॰ । 	क॑सँ॑ 		गतौ 	०१।	०९९६ ॥
काङ्क्ष्	 । भ्वा॰	 सेट्	 प॰ । 	का॑क्षिँ॑ 		[काङ्क्षायाम्] 	०१।	०७६० ॥
काञ्च्	 । भ्वा॰	 सेट्	 आ॰ । 	का॑चिँ॒ 		दीप्तिबन्धनयोः 	०१।	०१९४ ॥
काल (काल्)	 । चु॰	 सेट्	 उ॰ । 	का॑लँ॑ 		[कालोपदेशे] च । इति पृथग्धातुरित्येके 	१०।	०४२२ ॥
काश्	 । दि॰	 सेट्	 आ॰ । 	का॑शृँ॒ 		दीप्तौ 	०४।	००५८ ॥
काश्	 । भ्वा॰	 सेट्	 आ॰ । 	का॑शृँ॒ 		दीप्तौ 	०१।	०७३४ ॥
कास्	 । भ्वा॰	 सेट्	 आ॰ । 	का॑सृँ॒ 		शब्दकुत्सायाम् 	०१।	०७१० ॥
कि	 । जु॰	 अनिट्	 प॰ । 	कि॒ 		ज्ञाने 	०३।	००२० ॥
किट्	 । भ्वा॰	 सेट्	 प॰ । 	कि॑टँ॑ 		[गतौ] 	०१।	०३३८ ॥
किट्	 । भ्वा॰	 सेट्	 प॰ । 	कि॑टँ॑ 		[त्रासे] 	०१।	०३५८ ॥
कित्	 । जु॰	 सेट्	 प॰ । 	कि॑तँ॑ 		[ज्ञाने] च) 	०३।	००२१ ॥
कित्	 । भ्वा॰	 सेट्	 प॰ । 	कि॑तँ॑ 		निवासे रोगापनयने च 	०१।	११४८ ॥
किल्	 । तु॰	 सेट्	 प॰ । 	कि॑लँ॑ 		श्वैत्यक्रीडनयोः (श्वैत्ये) 	०६।	००८० ॥
कीट्	 । चु॰	 सेट्	 उ॰ । 	की॑टँ॑ 		वर्णे (वरणे) 	१०।	०१४२ ॥
कील्	 । भ्वा॰	 सेट्	 प॰ । 	की॑लँ॑ 		बन्धने 	०१।	०६०२ ॥
कु	 । भ्वा॰	 अनिट्	 आ॰ । 	कु॒ङ् 		[शब्दे] 	०४।	०१२८ ॥
कु	 । अ॰	 अनिट्	 प॰ । 	कु॒ 		शब्दे 	१०।	०१२७ ॥
कु	 । तु॰	 सेट्	 आ॰ । 	कु॑ङ् 		शब्दे 	०४।	०२९६ ॥
कुंश्	 । चु॰	 सेट्	 उ॰ । 	कु॑शिँ॑ 		[भाषार्थः] 	१०।	११०३ ॥
कुंश्	 । दि॰	 सेट्	 प॰ । 	कुं॑शँ॑ 		[संश्लेषणे (श्लेषणे)] इत्यपरे 	०१।	०२९४ ॥
कुंस्	 । चु॰	 सेट्	 उ॰ । 	कु॑सिँ॑ 		[भाषार्थः] 	०२।	००३७ ॥
कुंस्	 । दि॰	 सेट्	 प॰ । 	कुं॑सँ॑ 		[संश्लेषणे (श्लेषणे)] इत्यन्ये 	०६।	०१३६ ॥
कुक्	 । भ्वा॰	 सेट्	 आ॰ । 	कु॑कँ॒ 		[आदाने] 	०१।	००९६ ॥
कुच्	 । भ्वा॰	 सेट्	 प॰ । 	कु॑चँ॑ 		शब्दे तारे 	०१।	०२११ ॥
कुच्	 । तु॰	 सेट्	 प॰ । 	कु॑चँ॑ 		सङ्कोचने 	०६।	००९५ ॥
कुच्	 । भ्वा॰	 सेट्	 प॰ । 	कु॑चँ॑ 		सम्पर्चनकौटिल्यप्रतिष्टम्भविलेखनेषु 	०१।	०९९३ ॥
कुज्	 । भ्वा॰	 सेट्	 प॰ । 	कु॑जुँ॑ 		स्तेयकरणे 	०१।	०२२६ ॥
कुञ्च्	 । भ्वा॰	 सेट्	 प॰ । 	कु॑ञ्चँ॑ 		[कौटिल्याल्पीभावयोः] 	०१।	०२१२ ॥
कुञ्ज्	 । भ्वा॰	 सेट्	 प॰ । 	कु॑जिँ॑ 		अव्यक्ते शब्दे 	०१।	०२५५ ॥
कुट्	 । चु॰	 सेट्	 आ॰ । 	कु॑टँ॒ 		[छेदने] इत्येके 	०६।	००९३ ॥
कुट्	 । तु॰	 सेट्	 प॰ । 	कु॑टँ॑ 		कौटिल्ये 	१०।	०२२२ ॥
कुट्ट्	 । चु॰	 सेट्	 उ॰ । 	कु॑ट्टँ॑ 		छेदनभर्त्सनयोः 	१०।	००३४ ॥
कुट्ट्	 । चु॰	 सेट्	 आ॰ । 	कु॑ट्टँ॒ 		प्रतापने 	१०।	०२२६ ॥
कुड्	 । तु॰	 सेट्	 प॰ । 	कु॑डँ॑ 		बाल्ये 	०६।	०११३ ॥
कुण (कुण्)	 । चु॰	 सेट्	 उ॰ । 	कु॑णँ॑ 		[आमन्त्रणे] 	१०।	०४३५ ॥
कुण्	 । तु॰	 सेट्	 प॰ । 	कु॑णँ॑ 		शब्दोपकरणयोः (शब्दोपतापयोः) 	०६।	००६१ ॥
कुण्ट्	 । भ्वा॰	 सेट्	 प॰ । 	कु॑टिँ॑ 		[वैकल्ये] इत्येके 	०१।	०३६३ ॥
कुण्ठ्	 । चु॰	 सेट्	 उ॰ । 	कु॑ठिँ॑ 		[[रक्षणे] वेष्टने (च) । रक्ष॑ण॒ इत्येके॑] इत्य॒न्ये 	१०।	००७० ॥
कुण्ठ्	 । भ्वा॰	 सेट्	 प॰ । 	कु॑ठिँ॑ 		च [गतिप्रतिघाते (प्रतिघाते) इत्येके] 	०१।	०३९७ ॥
कुण्ड्	 । चु॰	 सेट्	 उ॰ । 	कु॑डिँ॑ 		[अनृतभाषणे] इत्यपरे 	१०।	००६८ ॥
कुण्ड्	 । भ्वा॰	 सेट्	 आ॰ । 	कु॑डिँ॒ 		दाहे 	०१।	०३०३ ॥
कुण्ड्	 । चु॰	 सेट्	 उ॰ । 	कु॑डिँ॑ 		रक्षणे 	१०।	०००९ ॥
कुण्ड्	 । भ्वा॰	 सेट्	 प॰ । 	कु॑डिँ॑ 		वैकल्ये 	०१।	०३६२ ॥
कुत्स्	 । चु॰	 सेट्	 आ॰ । 	कु॑त्सँ॒ 		अवक्षेपने 	१०।	०२२० ॥
कुथ्	 । दि॰	 सेट्	 प॰ । 	कु॑थँ॑ 		पूतीभावे 	०४।	००१२ ॥
कुद्	 । चु॰	 सेट्	 उ॰ । 	कु॑दृँ॑ 		[अनृतभाषणे] इत्येके 	१०।	०००८ ॥
कुन्थ्	 । भ्वा॰	 सेट्	 प॰ । 	कु॑थिँ॑ 		[हिंसासङ्क्लेशनयोः] 	०१।	००४५ ॥
कुन्थ्	 । क्र्या॰	 सेट्	 प॰ । 	कु॑न्थँ॑ 		संश्लेषणे 	०९।	००५० ॥
कुन्द्र्	 । चु॰	 सेट्	 उ॰ । 	कु॑द्रिँ॑ 		अनृतभाषणे 	१०।	०००७ ॥
कुप्	 । चु॰	 सेट्	 उ॰ । 	कु॑पँ॑ 	(कृ॑पँ॑)	[भाषार्थः] 	०४।	०१४६ ॥
कुप्	 । दि॰	 सेट्	 प॰ । 	कु॑पँ॑ 		क्रोधे 	१०।	०३१० ॥
कुमार (कुमार्)	 । चु॰	 सेट्	 उ॰ । 	कु॑मा॑रँ॑ 		क्रीडायाम् 	१०।	०४१८ ॥
कुम्ब्	 । चु॰	 सेट्	 उ॰ । 	कु॑बिँ॑ 		आच्छादने (छादने) 	१०।	०१५७ ॥
कुम्ब्	 । भ्वा॰	 सेट्	 प॰ । 	कु॑बिँ॑ 		आच्छादने (छादने) 	०१।	०४९२ ॥
कुम्भ्	 । चु॰	 सेट्	 उ॰ । 	कु॑भिँ॑ 		[आच्छादने (छादने)] इत्येके 	१०।	०१५८ ॥
कुर्	 । तु॰	 सेट्	 प॰ । 	कु॑रँ॑ 		शब्दे 	०६।	००६७ ॥
कुर्द्	 । भ्वा॰	 सेट्	 आ॰ । 	कु॑र्द॒ 		[क्रीडायामेव] 	०१।	००२१ ॥
कुल्	 । भ्वा॰	 सेट्	 प॰ । 	कु॑लँ॑ 		संस्त्याने बन्धुषु च 	०१।	०९७६ ॥
कुश्	 । दि॰	 सेट्	 प॰ । 	कु॑शँ॑ 		[संश्लेषणे (श्लेषणे)] इत्येके 	०४।	०१२६ ॥
कुष्	 । क्र्या॰	 सेट्	 प॰ । 	कु॑षँ॑ 		निष्कर्षे 	०९।	००५४ ॥
कुस्	 । दि॰	 सेट्	 प॰ । 	कु॑सँ॑ 		संश्लेषणे (श्लेषणे) 	०४।	०१२५ ॥
कुस्म्	 । चु॰	 सेट्	 आ॰ । 	कु॑स्मँ॒ 		नाम्नो वा । कुत्सिस्मयने 	१०।	०२३६ ॥
कुह (कुह्)	 । चु॰	 सेट्	 आ॰ । 	कु॑हँ॒ 		विस्मापने 	१०।	०४४३ ॥
कू	 । तु॰	 सेट्	 आ॰ । 	कू॑ङ् 		[शब्दे] इत्येके 	०६।	०१३७ ॥
कूज्	 । भ्वा॰	 सेट्	 प॰ । 	कू॑जँ॑ 		[अव्यक्ते शब्दे] 	०१।	०२५४ ॥
कूट (कूट्)	 । चु॰	 सेट्	 उ॰ । 	कू॑टँ॑ 		परितापे । परिदाह इत्यन्ये 	१०।	०४३२ ॥
कूट्	 । चु॰	 सेट्	 आ॰ । 	कू॑टँ॒ 		अप्रदाने । अवसादन इत्येके 	१०।	०२२५ ॥
कूण (कूण्)	 । चु॰	 सेट्	 उ॰ । 	कू॑णँ॑ 		[श्रावणे निमन्त्रणे च] सङ्कोचनेऽपि 	१०।	०४३८ ॥
कूण्	 । चु॰	 सेट्	 आ॰ । 	कू॑णँ॒ 		सङ्कोचने 	१०।	०२११ ॥
कूल्	 । भ्वा॰	 सेट्	 प॰ । 	कू॑लँ॑ 		आवरणे 	०१।	०६०३ ॥
कृ	 । त॰	 अनिट्	 उ॰ । 	डुकृ॒ञ् 		करणे 	०८।	००१० ॥
कृ	 । भ्वा॰	 अनिट्	 उ॰ । 	कृ॒ञ् 		करणे) 	०१।	१०४८ ॥
कृ	 । स्वा॰	 अनिट्	 उ॰ । 	कृ॒ञ् 		हिंसायाम् 	०५।	०००७ ॥
कृड्	 । तु॰	 सेट्	 प॰ । 	कृ॑डँ॑ 		घनत्वे 	०६।	०११२ ॥
कृण्व्	 । भ्वा॰	 सेट्	 प॰ । 	कृ॑विँ॑ 		हिंसाकरणयोश्च 	०१।	०६८२ ॥
कृत्	 । तु॰	 सेट्	 प॰ । 	कृ॑तीँ॑ 		छेदने 	०६।	०१७१ ॥
कृत्	 । रु॰	 सेट्	 प॰ । 	कृ॑तीँ॑ 		वेष्टने 	०७।	००१० ॥
कृप (कृप्)	 । चु॰	 सेट्	 उ॰ । 	कृ॑पँ॑ 		[दौर्बल्ये] 	१०।	०४०८ ॥
कृप्	 । चु॰	 सेट्	 उ॰ । 	कृ॒पे॑श्च॒॑ 		[अवकल्कने । मिश्रीकरण इत्येके । चिन्तन इत्यन्ये] 	१०।	०२७८ ॥
कृप्	 । भ्वा॰	 सेट्	 आ॰ । 	कृ॑पँ॒ 		[क्रपँ(म्) कपँ(म्)] कृपायां गतौ च 	०१।	०८६६ ॥
कृप्	 । भ्वा॰	 सेट्	 आ॰ । 	कृ॑पूँ॒ 		सामर्थ्ये 	०१।	०८७५ ॥
कृश्	 । दि॰	 सेट्	 प॰ । 	कृ॑शँ॑ 		तनूकरणे 	०४।	०१४० ॥
कृष्	 । तु॰	 अनिट्	 उ॰ । 	कृ॒षँ॒॑ 		विलेखने 	०६।	०००६ ॥
कृष्	 । भ्वा॰	 अनिट्	 प॰ । 	कृ॒षँ॑ 		विलेखने 	०१।	११४५ ॥
कॄ	 । तु॰	 सेट्	 प॰ । 	कॄ॑ 		विक्षेपे (निक्षेपे) 	०६।	०१४५ ॥
कॄ	 । क्र्या॰	 सेट्	 उ॰ । 	कॄ॑ञ् 		हिंसायाम् 	०९।	००१८ ॥
कॄ	 । क्र्या॰	 सेट्	 प॰ । 	कॄ॑ 		हिंसायाम् 	०९।	००३१ ॥
कॄत्	 । चु॰	 सेट्	 उ॰ । 	कॄ॑तँ॑ 		संशब्दने 	१०।	०१५५ ॥
कॢप्	 । भ्वा॰	 सेट्	 आ॰ । 	कृ॑पूँ॒ 		सामर्थ्ये 	०१।	०८६६ ॥
केत (केत्)	 । चु॰	 सेट्	 उ॰ । 	के॑तँ॑ 		श्रावणे निमन्त्रणे च 	१०।	०४३७ ॥
केप्	 । भ्वा॰	 सेट्	 आ॰ । 	के॑पृँ॒ 		[[कम्पने] च] 	०१।	०४२६ ॥
केल्	 । भ्वा॰	 सेट्	 प॰ । 	के॑लृँ॑ 		[चलने] 	०१।	०६१६ ॥
केव्	 । भ्वा॰	 सेट्	 आ॰ । 	के॑वृँ॒ 		[सेवने] इत्यप्येके 	०१।	०५८३ ॥
कै	 । भ्वा॰	 अनिट्	 प॰ । 	कै॒ 		[शब्दे] 	०१।	१०६४ ॥
क्नथ्	 । भ्वा॰	 सेट्	 प॰ । 	क्न॑थँ॑ 		[हिंसार्थः] 	०१।	०९११ ॥
क्नस्	 । दि॰	 सेट्	 प॰ । 	क्न॑सुँ॑ 		ह्वरणदीप्त्योः (मित् - १।९३९) 	०४।	०००७ ॥
क्नू	 । क्र्या॰	 सेट्	 उ॰ । 	क्नू॑ञ् 		शब्दे 	०९।	००१२ ॥
क्नूय्	 । भ्वा॰	 सेट्	 आ॰ । 	क्नू॑यीँ॒ 		शब्द उन्दे च 	०१।	०५५८ ॥
