2338	क्र्यादिः	प्लुषँ ( प्लुष् ) 	पूरणे 	सेट् 	प.प 	1127	1142	1180
2339	क्र्यादिः	प्लुषँ ( प्लुष् ) 	सेवने 	सेट् 	प.प 	1127	X	X
2340	क्र्यादिः	प्लुषँ ( प्लुष् ) 	स्नेहने 	सेट् 	प.प 	1127	1142	1180
2341	क्र्यादिः	प्रुषँ ( प्रुष् ) 	सेचने 	सेट् 	प.प 	X	1142	X
2342	क्र्यादिः	प्लुषँ(प्लुष्) 	सेचने 	सेट् 	प.प 	X	1142	X
2343	क्र्यादिः	प्रुषँ ( प्रुष् ) 	मोचने 	सेट् 	प.प 	X	X	1180
2344	क्र्यादिः	प्लुषँ ( प्लुष् ) 	मोचने 	सेट् 	प.प 	X	X	1180
2345	क्र्यादिः	पुषँ ( पुष् ) 	पुष्टौ 	सेट् 	प.प 	1128	1143	1181
2346	क्र्यादिः	मुषँ ( मुष् ) 	स्तेये 	सेट् 	प.प 	1129	1144	1182
2347	क्र्यादिः	खचँ ( खच् ) 	भूतप्रादुर्भावे 	सेट् 	प.प 	1130	X	1183
2348	क्र्यादिः	खवँ ( खव् ) 	भूतप्रादुर्भावे 	सेट् 	प.प 	X	1145	X
2349	क्र्यादिः	ग्रहँ॑ ( ग्रह् ) 	उपादाने 	सेट् 	उ.प 	1131	1147	1185
2350	क्र्यादिः	हेठँ(हेठ्) 	भूतप्रादुर्भावे 	सेट् 	प.प 	X	1146	X
2351	चुरादिः	चुरँ॑ ( चुर् ) 	स्तेये 	सेट् 	उ.प 	1132	1148	X
2352	चुरादिः	चितिँ॑ ( चित् ) 	स्मृत्याम् 	सेट् 	उ.प 	1133	1149	X
2353	चुरादिः	यत्रिँ॑ ( यत्र् ) 	सङ्कोचने 	सेट् 	उ.प 	1134	1150	X
2354	चुरादिः	स्फुडिँ॑ ( स्फुड् ) 	परिहासे 	सेट् 	उ.प 	1135	X	X
2355	चुरादिः	स्पुडिँ॑(स्पुड्) 	परिहासे 	सेट् 	उ.प 	X	1151	X
2356	चुरादिः	लक्षँ॑ ( लक्ष् ) 	अङ्कने 	सेट् 	उ.प 	1136	1152	X
2357	चुरादिः	लक्षँ॑ ( लक्ष् ) 	दर्शने 	सेट् 	उ.प 	1136	1152	X
2358	चुरादिः	कुद्रिँ॑ ( कुद्र् ) 	अनृतभाषणे 	सेट् 	उ.प 	1137	1153	X
2359	चुरादिः	लडँ॑ ( लड् ) 	उपसेवायाम् 	सेट् 	उ.प 	1138	1154	X
2360	चुरादिः	मिदिँ॑ ( मिद् ) 	स्नेहने 	सेट् 	उ.प 	1139	1155	X
2361	चुरादिः	ओँ॑लडिँ॑ ( लड् ) 	उत्क्षेपणे 	सेट् 	उ.प 	1140	1156	X
2362	चुरादिः	जलँ॑ ( जल् ) 	अपवारणे 	सेट् 	उ.प 	1141	1157	X
2363	चुरादिः	पीडँ॑ ( पीड् ) 	अवगाहने 	सेट् 	उ.प 	1142	X	X
2364	चुरादिः	पीडँ॑(पीड्) 	गहने 	सेट् 	उ.प 	X	1158	X
2365	चुरादिः	नटँ॑ ( नट् ) 	अवस्यन्दने 	सेट् 	उ.प 	1143	1159	X
2366	चुरादिः	श्रथँ॑(श्रथ्) 	प्रयत्ने 	सेट् 	उ.प 	1144	X	X
2367	चुरादिः	श्रथँ॑(श्रथ्) 	प्रतिहर्षे 	सेट् 	उ.प 	X	1160	X
2368	चुरादिः	बधँ॑ ( बध् ) 	संयमने 	सेट् 	उ.प 	1145	1161	X
2369	चुरादिः	पॄ ( पॄ ) 	पूरणे 	सेट् 	उ.प 	1146	1162	X
2370	चुरादिः	ऊर्जँ॑ ( ऊर्ज् ) 	प्राणने 	सेट् 	उ.प 	1147	1163	X
2371	चुरादिः	ऊर्जँ॑ ( ऊर्ज् ) 	बले 	सेट् 	उ.प 	1147	1163	X
2372	चुरादिः	पक्षँ॑ ( पक्ष् ) 	परिग्रहे 	सेट् 	उ.प 	1148	X	X
2373	चुरादिः	वर्णँ॑(वर्ण्) 	वर्णे 	सेट् 	उ.प 	X	1164	X
2374	चुरादिः	चूर्णँ॑ ( चूर्ण् ) 	प्रेरणे 	सेट् 	उ.प 	1149	1165	X
2375	चुरादिः	वर्णँ॑ ( वर्ण् ) 	प्रेरणे 	सेट् 	उ.प 	1149	X	X
2376	चुरादिः	प्रथँ॑ ( प्रथ् ) 	प्रख्याने 	सेट् 	उ.प 	1150	X	X
2377	चुरादिः	पृथँ॑(पृथ्) 	प्रक्षेपणे 	सेट् 	उ.प 	1151	X	X
2378	चुरादिः	षन्बँ॑(षन्ब्) 	सम्बन्धे 	सेट् 	उ.प 	1152	X	X
2379	चुरादिः	पर्थँ॑(पर्थ्) 	प्रक्षेपणे 	सेट् 	उ.प 	X	1166	X
2380	चुरादिः	सान्बँ॑(सान्ब्) 	सम्बन्धे 	सेट् 	उ.प 	X	1167	X
2381	चुरादिः	भक्षँ॑ ( भक्ष् ) 	अदने 	सेट् 	उ.प 	1153	1168	X
2382	चुरादिः	कुत्टँ॑(कुत्ट्) 	छेदने 	सेट् 	उ.प 	1154	1169	X
2383	चुरादिः	कुत्टँ॑(कुत्ट्) 	भर्त्सने 	सेट् 	उ.प 	1154	X	X
2384	चुरादिः	कुत्टँ॑(कुत्ट्) 	कुत्सायाम् 	सेट् 	उ.प 	X	1169	X
2385	चुरादिः	चुत्टँ॑(चुत्ट्) 	अल्पीभावे 	सेट् 	उ.प 	1155	1170	X
2386	चुरादिः	पुत्टँ॑(पुत्ट्) 	अल्पीभावे 	सेट् 	उ.प 	1155	X	X
2387	चुरादिः	अत्टँ॑(अत्ट्) 	अनादरे 	सेट् 	उ.प 	1156	X	X
2388	चुरादिः	षुत्टँ॑(षुत्ट्) 	अनादरे 	सेट् 	उ.प 	1156	X	X
2389	चुरादिः	सुत्टँ॑(सुत्ट्) 	अनादरे 	सेट् 	उ.प 	X	1171	X
2390	चुरादिः	लुण्ठँ॑ ( लुण्ठ् ) 	स्तेये 	सेट् 	उ.प 	1157	1172	X
2391	चुरादिः	शठँ॑(शठ्) 	असंस्कारे 	सेट् 	उ.प 	1158	1173	X
2392	चुरादिः	शठँ॑ ( शठ् ) 	गतौ 	सेट् 	उ.प 	1158	1173	X
2393	चुरादिः	श्वठँ॑(श्वठ्) 	असंस्कारे 	सेट् 	उ.प 	1158	1173	X
2394	चुरादिः	श्वठँ॑ ( श्वठ् ) 	गतौ 	सेट् 	उ.प 	1158	1173	X
2395	चुरादिः	तुजिँ॑ ( तुज् ) 	निकेतने 	सेट् 	उ.प 	1159	1174	X
2396	चुरादिः	तुजिँ॑ ( तुज् ) 	बलादाने 	सेट् 	उ.प 	1159	1174	X
2397	चुरादिः	तुजिँ॑ ( तुज् ) 	हिंसायाम् 	सेट् 	उ.प 	1159	1174	X
2398	चुरादिः	पिजिँ॑ ( पिज् ) 	निकेतने 	सेट् 	उ.प 	1159	1174	X
2399	चुरादिः	पिजिँ॑ ( पिज् ) 	बलादाने 	सेट् 	उ.प 	1159	1174	X
2400	चुरादिः	पिजिँ॑(पिज्) 	हिंसायाम् 	सेट् 	उ.प 	1159	1174	X
2401	चुरादिः	लुजिँ॑ ( लुज् ) 	निकेतने 	सेट् 	उ.प 	X	1174	X
2402	चुरादिः	लुजिँ॑ ( लुज् ) 	बलादाने 	सेट् 	उ.प 	X	1174	X
2403	चुरादिः	लुजिँ॑ ( लुज् ) 	हिंसायाम् 	सेट् 	उ.प 	X	1174	X
2404	चुरादिः	पिसँ॑ ( पिस् ) 	गतौ 	सेट् 	उ.प 	1160	1175	X
2405	चुरादिः	षान्त्वँ॑ ( षान्त्व् ) 	सामप्रयोगे 	सेट् 	उ.प 	1161	X	X
2406	चुरादिः	सान्त्वँ॑(सान्त्व्) 	सामप्रयोगे 	सेट् 	उ.प 	X	1176	X
2407	चुरादिः	वल्कँ॑ ( वल्क् ) 	परिभाषणे 	सेट् 	उ.प 	1162	1177	X
2408	चुरादिः	श्वल्कँ॑ ( श्वल्क् ) 	परिभाषणे 	सेट् 	उ.प 	1162	1177	X
2409	चुरादिः	ष्निहँ॑(ष्निह्) 	स्नेहने 	सेट् 	उ.प 	1163	X	X
2410	चुरादिः	स्मिटँ॑ ( स्मिट् ) 	अनादरे 	सेट् 	उ.प 	1164	X	X
2411	चुरादिः	स्निटँ॑(स्निट्) 	स्नेहने 	सेट् 	उ.प 	X	1178	X
2412	चुरादिः	स्फिटँ॑(स्फिट्) 	अनादरे 	सेट् 	उ.प 	X	1179	X
2413	चुरादिः	श्लिषँ॑ ( श्लिष् ) 	श्लेषणे 	सेट् 	उ.प 	1165	1180	X
2414	चुरादिः	पथिँ॑ ( पथ् ) 	गतौ 	सेट् 	उ.प 	1166	1181	X
2415	चुरादिः	पिछँ॑(पिछ्) 	कुट्टने 	सेट् 	उ.प 	1167	X	X
2416	चुरादिः	छदिँ॑ ( छद् ) 	संवरणे 	सेट् 	उ.प 	1168	X	X
2417	चुरादिः	श्रणुँ॑(श्रण्) 	दाने 	सेट् 	उ.प 	1169	X	X
2418	चुरादिः	पिच्चँ॑(पिच्च्) 	कुट्टने 	सेट् 	उ.प 	X	1182	X
2419	चुरादिः	छदँ॑(छद्) 	संवरणे 	सेट् 	उ.प 	X	1183	X
2420	चुरादिः	श्रणँ॑ ( श्रण् ) 	दाने 	सेट् 	उ.प 	X	1184	X
2421	चुरादिः	तडँ॑ ( तड् ) 	आघाते 	सेट् 	उ.प 	1170	1185	X
2422	चुरादिः	कडिँ॑ ( कड् ) 	भेदने 	सेट् 	उ.प 	1171	X	X
2423	चुरादिः	खडिँ॑ ( खड् ) 	भेदने 	सेट् 	उ.प 	1171	1186	X
2424	चुरादिः	खडँ॑ ( खड् ) 	भेदने 	सेट् 	उ.प 	1171	1186	X
2425	चुरादिः	कुडिँ॑(कुड्) 	रक्षणे 	सेट् 	उ.प 	1172	X	X
2426	चुरादिः	गुडिँ॑(गुड्) 	वेष्टने 	सेट् 	उ.प 	1173	X	X
2427	चुरादिः	गुडिँ॑ ( गुड् ) 	रक्षणे 	सेट् 	उ.प 	X	1187	X
2428	चुरादिः	गुठिँ॑ ( गुठ् ) 	वेष्टने 	सेट् 	उ.प 	X	1188	X
2429	चुरादिः	खुडिँ॑ ( खुड् ) 	खण्डने 	सेट् 	उ.प 	1174	1189	X
2430	चुरादिः	वटिँ॑ ( वट् ) 	विभाजने 	सेट् 	उ.प 	1175	X	X
2431	चुरादिः	वडिँ॑ ( वड् ) 	विभाजने 	सेट् 	उ.प 	X	1190	X
2432	चुरादिः	चडिँ॑ ( चड् ) 	कोपे 	सेट् 	उ.प 	X	1191	X
2433	चुरादिः	मडिँ॑(मड्) 	भूषायाम् 	सेट् 	उ.प 	1176	1192	X
2434	चुरादिः	मडिँ॑(मड्) 	हर्षे 	सेट् 	उ.प 	1176	X	X
2435	चुरादिः	भडिँ॑ ( भड् ) 	कल्याणे 	सेट् 	उ.प 	1177	1193	X
2436	चुरादिः	छर्दँ॑ ( छर्द् ) 	वमने 	सेट् 	उ.प 	1178	1194	X
2437	चुरादिः	पुस्तँ॑ ( पुस्त् ) 	अनादरे 	सेट् 	उ.प 	1179	1195	X
2438	चुरादिः	पुस्तँ॑ ( पुस्त् ) 	आदरे 	सेट् 	उ.प 	1179	1195	X
2439	चुरादिः	बुस्तँ॑ ( बुस्त् ) 	अनादरे 	सेट् 	उ.प 	1179	1195	X
2440	चुरादिः	बुस्तँ॑ ( बुस्त् ) 	आदरे 	सेट् 	उ.प 	1179	1195	X
2441	चुरादिः	चुदँ॑ ( चुद् ) 	सञ्चोदने 	सेट् 	उ.प 	1180	1196	X
2442	चुरादिः	धक्कँ॑(धक्क्) 	नाशने 	सेट् 	उ.प 	1181	1197	X
2443	चुरादिः	नक्कँ॑(नक्क्) 	नाशने 	सेट् 	उ.प 	1181	1197	X
2444	चुरादिः	चक्कँ॑ ( चक्क् ) 	व्यथने 	सेट् 	उ.प 	1182	1198	X
2445	चुरादिः	चुक्कँ॑ ( चुक्क् ) 	व्यथने 	सेट् 	उ.प 	1182	1198	X
2446	चुरादिः	क्षलँ॑ ( क्षल् ) 	शौचकर्मणि 	सेट् 	उ.प 	1183	1199	X
2447	चुरादिः	तलँ॑ ( तल् ) 	प्रतिष्ठायाम् 	सेट् 	उ.प 	1184	1200	X
2448	चुरादिः	तुलँ॑ ( तुल् ) 	उन्माने 	सेट् 	उ.प 	1185	1201	X
2449	चुरादिः	दुलँ॑(दुल्) 	उत्क्षेपणे 	सेट् 	उ.प 	1186	1202	X
2450	चुरादिः	पुलँ॑ ( पुल् ) 	महत्वे 	सेट् 	उ.प 	1187	X	X
2451	चुरादिः	चुलँ॑ ( चुल् ) 	समुच्छ्राये 	सेट् 	उ.प 	1188	X	X
2452	चुरादिः	पुलँ॑ ( पुल् ) 	समुच्छ्राये 	सेट् 	उ.प 	X	1203	X
2453	चुरादिः	बुलँ॑(बुल्) 	निमज्जने 	सेट् 	उ.प 	X	1204	X
2454	चुरादिः	मूलँ॑ ( मूल् ) 	रोहणे 	सेट् 	उ.प 	1189	1205	X
2455	चुरादिः	कलँ॑ ( कल् ) 	क्षेपे 	सेट् 	उ.प 	1190	1206	X
2456	चुरादिः	विलँ॑ ( विल् ) 	क्षेपे 	सेट् 	उ.प 	1190	X	X
2457	चुरादिः	किलँ॑(किल्) 	क्षेपे 	सेट् 	उ.प 	X	1206	X
2458	चुरादिः	पिलँ॑(पिल्) 	क्षेपे 	सेट् 	उ.प 	X	1206	X
2459	चुरादिः	बिलँ॑ ( बिल् ) 	भेदने 	सेट् 	उ.प 	1191	1207	X
2460	चुरादिः	तिलँ॑ ( तिल् ) 	स्नेहने 	सेट् 	उ.प 	1192	1208	X
2461	चुरादिः	चलँ॑ ( चल् ) 	भृतौ 	सेट् 	उ.प 	1193	1209	X
2462	चुरादिः	पालँ॑ ( पाल् ) 	रक्षणे 	सेट् 	उ.प 	1194	X	X
2463	चुरादिः	पलँ॑(पल्) 	रक्षणे 	सेट् 	उ.प 	X	1210	X
2464	चुरादिः	लूषँ॑ ( लूष् ) 	हिंसायाम् 	सेट् 	उ.प 	1195	1211	X
2465	चुरादिः	शुल्बँ॑ ( शुल्ब् ) 	माने 	सेट् 	उ.प 	1196	1212	X
2466	चुरादिः	छुटँ॑(छुट्) 	छेदने 	सेट् 	उ.प 	X	1213	X
2467	चुरादिः	पुटँ॑ ( पुट् ) 	सञ्चूर्णने 	सेट् 	उ.प 	X	1214	X
2468	चुरादिः	वजँ॑ ( वज् ) 	गतौ 	सेट् 	उ.प 	X	1216	X
2469	चुरादिः	वजँ॑(वज्) 	मार्गसंस्कारे 	सेट् 	उ.प 	X	1216	X
2470	चुरादिः	शुल्कँ॑ ( शुल्क् ) 	सर्जने 	सेट् 	उ.प 	X	1217	X
2471	चुरादिः	छपिँ॑(छप्) 	गत्याम् 	सेट् 	उ.प 	X	1218	X
2472	चुरादिः	स्वर्तँ॑(स्वर्त्) 	कृच्छ्रजीवने 	सेट् 	उ.प 	X	1221	X
2473	चुरादिः	स्वर्तँ॑(स्वर्त्) 	गत्याम् 	सेट् 	उ.प 	X	1221	X
2474	चुरादिः	ज्ञपँ॑ ( ज्ञप् ) 	तोषणे 	सेट् 	उ.प 	X	1222	X
2475	चुरादिः	ज्ञपँ॑(ज्ञप्) 	निशामने 	सेट् 	उ.प 	X	1222	X
2476	चुरादिः	ज्ञपँ॑(ज्ञप्) 	मारणे 	सेट् 	उ.प 	X	1222	X
2477	चुरादिः	चहँ॑(चह्) 	कल्कने 	सेट् 	उ.प 	X	1224	X
2478	चुरादिः	सत्टँ॑(सत्ट्) 	हिंसायाम् 	सेट् 	उ.प 	X	1229	X
2479	चुरादिः	व्ययँ॑(व्यय्) 	क्षये 	सेट् 	उ.प 	X	1230	X
2480	चुरादिः	पुंसँ॑ ( पुंस् ) 	अभिमर्दने 	सेट् 	उ.प 	X	1232	X
2481	चुरादिः	मुस्तँ॑ ( मुस्त् ) 	सङ्घाते 	सेट् 	उ.प 	X	1233	X
2482	चुरादिः	धूषँ॑(धूष्) 	कान्तिकरणे 	सेट् 	उ.प 	X	1235	X
2483	चुरादिः	कीटँ॑ ( कीट् ) 	वरणे 	सेट् 	उ.प 	X	1236	X
2484	चुरादिः	चूणँ॑(चूण्) 	सङ्कोचने 	सेट् 	उ.प 	X	1237	X
2485	चुरादिः	मर्चँ॑ ( मर्च् ) 	शब्दे 	सेट् 	उ.प 	X	1243	X
2486	चुरादिः	घृ(घृ) 	स्रावणे 	सेट् 	उ.प 	X	1244	X
2487	चुरादिः	तिजँ॑ ( तिज् ) 	निशाने 	सेट् 	उ.प 	X	1246	X
2488	चुरादिः	कुपिँ॑(कुप्) 	छादने 	सेट् 	उ.प 	X	1249	X
2489	चुरादिः	तुबिँ॑ ( तुब् ) 	अर्दने 	सेट् 	उ.प 	X	1250	X
2490	चुरादिः	लुबिँ॑(लुब्) 	अर्दने 	सेट् 	उ.प 	X	1250	X
2491	चुरादिः	चुटँ॑ ( चुट् ) 	छेदने 	सेट् 	उ.प 	1197	1252	X
2492	चुरादिः	मुटँ॑ ( मुट् ) 	सञ्चूर्णने 	सेट् 	उ.प 	1198	X	X
2493	चुरादिः	पडिँ॑ ( पड् ) 	नाशने 	सेट् 	उ.प 	1199	X	X
2494	चुरादिः	पसिँ॑(पस्) 	नाशने 	सेट् 	उ.प 	1199	1215	X
2495	चुरादिः	व्रजँ॑(व्रज्) 	गतौ 	सेट् 	उ.प 	1200	X	X
2496	चुरादिः	व्रजँ॑(व्रज्) 	मार्गसंस्कारे 	सेट् 	उ.प 	1200	X	X
2497	चुरादिः	शुक्लँ॑(शुक्ल्) 	अतिस्पर्शने 	सेट् 	उ.प 	1201	X	X
2498	चुरादिः	चपिँ॑ ( चप् ) 	गत्याम् 	सेट् 	उ.प 	1202	X	X
2499	चुरादिः	क्षपिँ॑ ( क्षप् ) 	क्षान्त्याम् 	सेट् 	उ.प 	1203	1219	X
2500	चुरादिः	क्षजिँ॑(क्षज्) 	कृच्छ्रजीवने 	सेट् 	उ.प 	1204	1220	X
2501	चुरादिः	श्वर्तँ॑ ( श्वर्त् ) 	गत्याम् 	सेट् 	उ.प 	1205	X	X
2502	चुरादिः	श्वभ्रँ॑ ( श्वभ्र् ) 	गत्याम् 	सेट् 	उ.प 	1206	X	X
2503	चुरादिः	ज्ञपँ॑(ज्ञप्) 	मिच्च 	सेट् 	उ.प 	1207	X	X
2504	चुरादिः	यमँ॑ ( यम् ) 	परिवेषणे 	सेट् 	उ.प 	1208	1223	X
2505	चुरादिः	चहँ॑ ( चह् ) 	परिकल्कने 	सेट् 	उ.प 	1209	X	X
2506	चुरादिः	रहँ॑ ( रह् ) 	त्यागे 	सेट् 	उ.प 	1210	X	X
2507	चुरादिः	बलँ॑ ( बल् ) 	प्राणने 	सेट् 	उ.प 	1211	1225	X
2508	चुरादिः	चिञ् ( चि ) 	चयने 	सेट् 	उ.प 	1212	1226	X
2509	चुरादिः	घत्टँ॑(घत्ट्) 	चलने 	सेट् 	उ.प 	1213	1227	X
2510	चुरादिः	अस्तँ॑(अस्त्) 	सङ्घाते 	सेट् 	उ.प 	1214	X	X
2511	चुरादिः	खत्टँ॑(खत्ट्) 	संवरणे 	सेट् 	उ.प 	1215	1228	X
2512	चुरादिः	चुबिँ॑ ( चुब् ) 	हिंसायाम् 	सेट् 	उ.प 	1216	X	X
2513	चुरादिः	षत्टँ॑(षत्ट्) 	हिंसायाम् 	सेट् 	उ.प 	1216	X	X
2514	चुरादिः	स्फित्टँ॑(स्फित्ट्) 	हिंसायाम् 	सेट् 	उ.प 	1216	X	X
2515	चुरादिः	पूलँ॑ ( पूल् ) 	सङ्घाते 	सेट् 	उ.प 	1217	1231	X
2516	चुरादिः	पुंसँ॑ ( पुंस् ) 	अभिवर्धने 	सेट् 	उ.प 	1218	X	X
2517	चुरादिः	टकिँ॑ ( टक् ) 	बन्धने 	सेट् 	उ.प 	1219	1234	X
2518	चुरादिः	धूसँ॑ ( धूस् ) 	कान्तिकरणे 	सेट् 	उ.प 	1220	X	X
2519	चुरादिः	कीटँ॑(कीट्) 	वर्णे 	सेट् 	उ.प 	1221	X	X
2520	चुरादिः	चूर्णँ॑(चूर्ण्) 	सङ्कोचने 	सेट् 	उ.प 	1222	X	X
2521	चुरादिः	पूजँ॑ ( पूज् ) 	पूजायाम् 	सेट् 	उ.प 	1223	1238	X
2522	चुरादिः	अर्कँ॑ ( अर्क् ) 	स्तवने 	सेट् 	उ.प 	1224	1239	X
2523	चुरादिः	शुठँ॑ ( शुठ् ) 	आलस्ये 	सेट् 	उ.प 	1225	1240	X
2524	चुरादिः	शुठिँ॑ ( शुठ् ) 	शोषणे 	सेट् 	उ.प 	1226	1241	X
2525	चुरादिः	जुडँ॑ ( जुड् ) 	प्रेरणे 	सेट् 	उ.प 	1227	1242	X
2526	चुरादिः	गजँ॑ ( गज् ) 	शब्दे 	सेट् 	उ.प 	1228	1243	X
2527	चुरादिः	मार्जँ॑ ( मार्ज् ) 	शब्दे 	सेट् 	उ.प 	1228	1243	X
2528	चुरादिः	घृ(घृ) 	सम्प्रस्रवणे 	सेट् 	उ.प 	1229	X	X
2529	चुरादिः	पचिँ॑ ( पच् ) 	विस्तारवचने 	सेट् 	उ.प 	1230	1245	X
2530	चुरादिः	तिजँ॑(तिज्) 	निशामने 	सेट् 	उ.प 	1231	X	X
2531	चुरादिः	कॄतँ॑ ( कॄत् ) 	संशब्दने 	सेट् 	उ.प 	1232	1247	X
2532	चुरादिः	वर्धँ॑ ( वर्ध् ) 	छेदने 	सेट् 	उ.प 	1233	1248	X
2533	चुरादिः	वर्धँ॑ ( वर्ध् ) 	पूरणे 	सेट् 	उ.प 	1233	1248	X
2534	चुरादिः	कुबिँ॑(कुब्) 	छादने 	सेट् 	उ.प 	1234	X	X
2535	चुरादिः	तुबिँ॑(तुब्) 	अदर्शने 	सेट् 	उ.प 	1235	X	X
2536	चुरादिः	लुबिँ॑(लुब्) 	अदर्शने 	सेट् 	उ.प 	1235	X	X
2537	चुरादिः	ह्लपँ॑(ह्लप्) 	व्यक्तायां_वाचि 	सेट् 	उ.प 	1236	1251	X
2538	चुरादिः	चुटिँ॑ ( चुट् ) 	छेदने 	सेट् 	उ.प 	1237	X	X
2539	चुरादिः	इलँ॑ ( इल् ) 	प्रेरणे 	सेट् 	उ.प 	1238	1253	X
2540	चुरादिः	म्रक्षँ॑(म्रक्ष्) 	म्लेच्छने 	सेट् 	उ.प 	1239	1254	X
2541	चुरादिः	म्लेछँ॑(म्लेछ्) 	अव्यक्तायां_वाचि 	सेट् 	उ.प 	1240	1255	X
2542	चुरादिः	बर्हँ॑ ( बर्ह् ) 	हिंसायाम् 	सेट् 	उ.प 	1241	1256	X
2543	चुरादिः	ब्रूसँ॑ ( ब्रूस् ) 	हिंसायाम् 	सेट् 	उ.प 	1241	X	X
2544	चुरादिः	ब्रीसँ॑(ब्रीस्) 	हिंसायाम् 	सेट् 	उ.प 	X	1256	X
2545	चुरादिः	गुर्दँ॑ ( गुर्द् ) 	निकेतने 	सेट् 	उ.प 	1242	X	X
2546	चुरादिः	पूर्वँ॑(पूर्व्) 	निकेतने 	सेट् 	उ.प 	1242	X	X
2547	चुरादिः	गर्दँ॑(गर्द्) 	शब्दे 	सेट् 	उ.प 	X	1257	X
2548	चुरादिः	गर्धँ॑ ( गर्ध् ) 	अभिकाङ्क्षायाम् 	सेट् 	उ.प 	X	1258	X
2549	चुरादिः	गुर्दँ॑(गुर्द्) 	पूर्वनिकेतने 	सेट् 	उ.प 	X	1259	X
2550	चुरादिः	जसिँ॑(जस्) 	रक्षणे 	सेट् 	उ.प 	1243	1260	X
2551	चुरादिः	दहिँ॑(दह्) 	रक्षणे 	सेट् 	उ.प 	X	1261	X
2552	चुरादिः	ईडँ॑ ( ईड् ) 	स्तुतौ 	सेट् 	उ.प 	1244	1262	X
2553	चुरादिः	जसुँ॑ ( जस् ) 	हिंसायाम् 	सेट् 	उ.प 	1245	1263	X
2554	चुरादिः	पिडिँ॑ ( पिड् ) 	सङ्घाते 	सेट् 	उ.प 	1246	1264	X
2555	चुरादिः	रुषँ॑ ( रुष् ) 	रोषे 	सेट् 	उ.प 	1247	X	X
2556	चुरादिः	रुटँ॑ ( रुट् ) 	रोषे 	सेट् 	उ.प 	X	1265	X
2557	चुरादिः	डपिँ॑(डप्) 	सङ्घाते 	सेट् 	उ.प 	X	1266	X
2558	चुरादिः	डिपिँ॑(डिप्) 	सङ्घाते 	सेट् 	उ.प 	X	1266	X
2559	चुरादिः	डिपँ॑ ( डिप् ) 	क्षेपे 	सेट् 	उ.प 	1248	1267	X
2560	चुरादिः	टिपँ॑(टिप्) 	क्षेपे 	सेट् 	उ.प 	X	1267	X
2561	चुरादिः	तिपँ॑(तिप्) 	क्षेपे 	सेट् 	उ.प 	X	1267	X
2562	चुरादिः	दभँ॑(दभ्) 	क्षेपे 	सेट् 	उ.प 	X	1267	X
2563	चुरादिः	दिभिँ॑(दिभ्) 	क्षेपे 	सेट् 	उ.प 	X	1267	X
2564	चुरादिः	स्तिपँ॑(स्तिप्) 	क्षेपे 	सेट् 	उ.प 	X	1267	X
2565	चुरादिः	ष्तूपँ॑(ष्तूप्) 	समुच्छ्राये 	सेट् 	उ.प 	1249	X	X
2566	चुरादिः	स्तुपँ॑(स्तुप्) 	समुच्छ्राये 	सेट् 	उ.प 	X	1268	X
2567	चुरादिः	चितँ॑ ( चित् ) 	सञ्चेतने 	सेट् 	उ.प 	1250	1269	X
2568	चुरादिः	दाशृँ॑(दाश्) 	दाने 	सेट् 	उ.प 	X	1270	X
2569	चुरादिः	दशिँ॑(दश्) 	दंशने 	सेट् 	उ.प 	1251	1271	X
2570	चुरादिः	दसिँ॑(दस्) 	दर्शने 	सेट् 	उ.प 	1252	1272	X
2571	चुरादिः	दसिँ॑(दस्) 	दंशने 	सेट् 	उ.प 	1252	1272	X
2572	चुरादिः	डपँ॑ ( डप् ) 	सङ्घाते 	सेट् 	उ.प 	1253	X	X
2573	चुरादिः	डिपँ॑ ( डिप् ) 	सङ्घाते 	सेट् 	उ.प 	1253	X	X
2574	चुरादिः	तत्रिँ॑ ( तत्र् ) 	कुटुम्बधारणे 	सेट् 	उ.प 	1254	1273	X
2575	चुरादिः	मत्रिँ॑ ( मत्र् ) 	गुप्तभाषणे 	सेट् 	उ.प 	1255	1274	X
2576	चुरादिः	स्पशँ॑ ( स्पश् ) 	ग्रहणे 	सेट् 	उ.प 	1256	1275	X
2577	चुरादिः	स्पशँ॑ ( स्पश् ) 	संश्लेषणे 	सेट् 	उ.प 	1256	1275	X
2578	चुरादिः	तर्जँ॑ ( तर्ज् ) 	सन्तर्जने 	सेट् 	उ.प 	1257	1276	X
2579	चुरादिः	भर्त्सँ॑ ( भर्त्स् ) 	सन्तर्जने 	सेट् 	उ.प 	1257	1276	X
2580	चुरादिः	गन्धँ॑ ( गन्ध् ) 	अर्दने 	सेट् 	उ.प 	1258	1277	X
2581	चुरादिः	बस्तँ॑ ( बस्त् ) 	अर्दने 	सेट् 	उ.प 	1258	1277	X
2582	चुरादिः	विष्कँ॑ ( विष्क् ) 	हिंसायाम् 	सेट् 	उ.प 	1259	X	X
2583	चुरादिः	किष्कँ॑(किष्क्) 	हिंसायाम् 	सेट् 	उ.प 	X	1278	X
2584	चुरादिः	णिष्कँ॑(णिष्क्) 	परिमाणे 	सेट् 	उ.प 	1260	1279	X
2585	चुरादिः	ललँ॑ ( लल् ) 	ईप्सायाम् 	सेट् 	उ.प 	1261	1280	X
2586	चुरादिः	कूणँ॑ ( कूण् ) 	सङ्कोचने 	सेट् 	उ.प 	1262	1281	X
